company_name,aliases,crunchbase_description,wikipedia_search,wikipedia_description,wikipedia_description_link,company_homepage,company_description,company_description_link,retrieval_date
c3,"c3 iot; c3, inc; c3 iot, inc.; c3.ai, inc.; c3ai inc","C3 is a software provider for rapidly developing and operating AI, predictive analytics, and IoT applications at enterprise scale.",https://en.wikipedia.org/wiki/Special:Search?search=c3,,,https://c3.ai,"C3.ai is a leading enterprise AI software provider for accelerating digital transformation. The proven C3 AI Suite provides comprehensive services to build enterprise-scale AI applications more efficiently and cost-effectively than alternative approaches. The C3 AI Suite supports the value chain in any industry with prebuilt, configurable, high-value AI applications for predictive maintenance, fraud detection, sensor network health, supply network optimization, energy management, anti-money laundering, and customer engagement.",https://c3.ai/company/,2021-03-18
perspecta inc,perspecta; keypoint government solutions inc.,Perspecta is an IT service management company that brings a diverse set of capabilities of healthcare and state and local markets.,https://en.wikipedia.org/wiki/Special:Search?search=perspecta+inc,"Perspecta Inc. is a government services company in the United States. It was formed in 2018 from the merger of DXC Technology's U.S. Public Sector spin-off with Vencore, Inc. and KeyPoint Government Solutions.",https://en.wikipedia.org/wiki/Perspecta_Inc.,https://perspecta.com/,,,2021-03-18
airbus se,airbus; airbus sas; eads; airbus group; airbus aircraft; airbus s.a.s.,"Airbus designs, manufactures and delivers industry-leading commercial aircraft, helicopters, military and space systems worldwide.",https://en.wikipedia.org/wiki/Special:Search?search=airbus+se,"Airbus SE (/ˈɛərbʌs/; French: [ɛʁbys] (About this soundlisten); German: [ˈɛːɐ̯bʊs] (About this soundlisten); Spanish: [ˈejɾbus]) is a European[8] multinational aerospace corporation. As of 2019, Airbus is the world's largest airliner manufacturer and took the most airliner orders, surpassing rival Boeing.[9] It designs, manufactures and sells civil and military aerospace products worldwide and manufactures aircraft in the European Union and various other countries. The company has three divisions: Commercial Aircraft (Airbus S.A.S.), Defence and Space, and Helicopters, the third being the largest in its industry in terms of revenues and turbine helicopter deliveries.",https://en.wikipedia.org/wiki/Airbus,http://www.airbus.com/,,,2021-03-18
nec corporation,,NEC Corporation is a leader in the integration of IT and network technologies that benefit businesses and people around the world.,https://en.wikipedia.org/wiki/Special:Search?search=nec+corporation,"NEC Corporation (日本電気株式会社, Nippon Denki Kabushiki-gaisha) is a Japanese multinational information technology and electronics company, headquartered in Minato, Tokyo.[2] The company was known as the Nippon Electric Company, Limited, before rebranding in 1983 as NEC. It provides IT and network solutions, including cloud computing, AI, IoT platform, and telecommunications equipment and software,[3][4] to business enterprises, communications services providers and to government agencies, and has also been the biggest PC vendor in Japan since the 1980s, when it launched the PC-8000 series.",https://en.wikipedia.org/wiki/NEC,http://www.nec.com,,,2021-03-18
salesforce,salesforce ventures llc; salesforce.com; salesforce.com inc.,Salesforce is a global cloud computing company that develops CRM solutions and provides business software on a subscription basis.,https://en.wikipedia.org/wiki/Special:Search?search=salesforce,"Salesforce.com, Inc. is an American cloud-based software company headquartered in San Francisco, California. It provides customer relationship management (CRM) service and also provides a complementary suite of enterprise applications focused on customer service, marketing automation, analytics, and application development.
In 2020, Fortune magazine ranked Salesforce at number six on its list, ""100 Best Companies to Work For,"" based on an employee survey of satisfaction.",https://en.wikipedia.org/wiki/Salesforce,https://www.salesforce.com,,,2021-03-18
abb,,"ABB is a company provides power and automation technologies for smart grids, robotics, electric cars, renewable energy and motors.",https://en.wikipedia.org/wiki/Special:Search?search=abb,"ABB Ltd (German: ABB AG, French, Italian, Romansh: ABB SA),[5] formerly ASEA Brown Boveri, is a Swedish-Swiss multinational corporation headquartered in Zürich, Switzerland,[6] operating mainly in robotics, power, heavy electrical equipment, and automation technology areas. It is ranked 341st in the Fortune Global 500 list of 2018 and has been a global Fortune 500 company for 24 years.[7] Until the sale of its electricity division in 2020, ABB was Switzerland's largest industrial employer.[8] ABB is traded on the SIX Swiss Exchange in Zürich, Nasdaq Stockholm and the New York Stock Exchange in the United States.",https://en.wikipedia.org/wiki/ABB,http://www.abb.com,,,2021-03-18
general motors,,"General Motors is a Detroit-based mutinational corporation that manufactures, markets, and distributes vehicles and vehicle parts.",https://en.wikipedia.org/wiki/Special:Search?search=general+motors,"General Motors Company[1] (GM) is an American multinational corporation headquartered in Detroit that designs, manufactures, markets, and distributes vehicles and vehicle parts, and sells financial services, with global headquarters in Detroit's Renaissance Center. It was founded by William C. Durant on September 16, 1908, as a holding company, and the present entity was established in 2009 after its restructuring. The company is the largest American automobile manufacturer and one of the world's largest automobile manufacturers.
At its peak, GM had a 50% market share in the United States and was the world's largest automaker from 1931 through 2007. As of 2020, General Motors is ranked number 18 on the Fortune 500 rankings of the largest United States corporations by total revenue.",https://en.wikipedia.org/wiki/General_Motors,https://www.gm.com,,,2021-03-18
unitedhealth group inc,unitedhealth group; unitedhealth group inc.,UnitedHealth Group is the most diversified health care company in the United States and a leader worldwide in helping people live.,https://en.wikipedia.org/wiki/Special:Search?search=unitedhealth+group+inc,"UnitedHealth Group Incorporated is an American for-profit managed health care company based in Minnetonka, Minnesota. It offers health care products and insurance services. In 2020, it was the second-largest healthcare company (behind CVS Health) by revenue with $257.1 billion, and the largest insurance company by Net Premiums. UnitedHealthcare revenues comprise 80% of the Group's overall revenue.",https://en.wikipedia.org/wiki/UnitedHealth_Group,https://www.unitedhealthgroup.com/,,,2021-03-18
teksynap,synaptek inc,TekSynap is a well planned information management environment that offers to meet the business needs of Local Government customers.,https://en.wikipedia.org/wiki/Special:Search?search=teksynap,,,https://www.teksynap.com/,TekSynap provides information technology and other technical services to federal government agencies as a prime contractor and through our system integration partners.,https://www.teksynap.com/,2021-03-18
technology service corp,tsc; technology service corporation,TSC is a high technology company providing engineering consulting services and specialized products to the government and industry.,https://en.wikipedia.org/wiki/Special:Search?search=technology+service+corp,,,https://www.tsc.com/,"Originally founded in 1966, Technology Service Corporation (TSC) has developed a reputation for technical excellence in radar systems engineering and design. Our founder, Dr. Peter Swerling is considered to be one of the most influential radar theoreticians of the second half of the 20th century, and today TSC carries on his legacy in radar theory and development. Over the past 50 years we have focused on helping the Department of Defense develop, produce, and field cutting-edge RF technologies.",https://www.tsc.com/tempr/index.htm,2021-03-18
dotdata,"dotdata inc.; dotdata inc; dotdata accelerate data science
","DotData end-to-end data science automation platform accelerates, democratizes, and operationalizes the entire data science process.",https://en.wikipedia.org/wiki/Special:Search?search=dotdata,,,https://dotdata.com,"dotData frees your business to focus on the results of your AI and Machine Learning applications, not the headaches of the Data Science process by automating the full data science life-cycle.",https://dotdata.com,2021-03-18
mabl,mabl inc.,Mabl is the SaaS provider for machine learning based test automation that automatically maintains tests and identifies regressions.,https://en.wikipedia.org/wiki/Special:Search?search=mabl,,,https://www.mabl.com/,"At mabl, we’re building the most comprehensive end-to-end cross-browser test automation tool in the industry. We’re focusing on using the large amounts of data collected from test runs to power quality intelligence and provide insights to customers to improve the quality of their applications. As a team, we’re an eclectic group with diverse experiences and expertise, with many team members involved in professional communities outside the office through blogging, conferences, workshops, meetups, and mentoring.",https://www.mabl.com/meet-the-team,2021-03-18
phantom ai,"phantom ai, inc.; phantom ai inc","Democratizing the use of advanced driver-assistance systems (ADAS) to reduce accidents, save lives and make driving more enjoyable.",https://en.wikipedia.org/wiki/Special:Search?search=phantom+ai,,,http://www.phantom.ai,"PhantomVision is a scalable, flexible and reliable Deep Learning based computer vision solution that provides a comprehensive suite of Euro NCAP compliant ADAS features. It supports vehicle, pedestrian, bicyclist, free-spa...",http://www.phantom.ai,2021-03-18
malong,malong technologies; malong technology; shenzhen malong technologies co ltd; 码隆科技,Malong Technologies is an award-winning AI startup that produces ProductAI; high accuracy product recognition platform and services,https://en.wikipedia.org/wiki/Special:Search?search=malong,,,https://www.malong.com/zh/home,"RetailAI® Cabinet enables practical autonomous shopping in a similar format to a vending machine, but with significantly less cost and a far better customer experience. By embedding product recognition within the cabinet, a retail “store” can be anywhere; including office lobbies, hotels, malls, and beyond. The system is easy to operate and maintain, with rich analytics and a self-serve new SKU ingestion process.",https://www.malong.com/en/,2021-03-18
roper technologies,"roper; roper industries, inc.","Roper Technologies is a diversified company that designs, manufactures, and distributes radio frequency (RF) products and services.",https://en.wikipedia.org/wiki/Special:Search?search=roper+technologies,"Roper Technologies, Inc. (formerly Roper Industries, Inc.)[4] is an American diversified industrial company that produces engineered products for global niche markets. The company is headquartered in Sarasota, Florida.",https://en.wikipedia.org/wiki/Roper_Technologies,http://www.ropertech.com/,,,2021-03-18
marketaxess,marketaxess holdings inc.,MarketAxess operates a leading electronic trading platform that enables fixed-income market participants for trade corporate bonds.,https://en.wikipedia.org/wiki/Special:Search?search=marketaxess,"MarketAxess Holdings Inc. (MarketAxess) is an international financial technology company that operates an electronic trading platform for the institutional credit markets,[1] and also provides market data and post-trade services.[2] It enables institutional investors and broker-dealers to trade credit instruments, including corporate bonds, and other types of fixed income products.",https://en.wikipedia.org/wiki/MarketAxess,https://www.marketaxess.com/,,,2021-03-18
jack henry & associates,"jack henry & associates, inc.; jack henry & associates, inc. (nasdaq: jkhy); jack henry & associates inc","Jack Henry & Associates, Inc. provides integrated computer systems for in-house and outsourced data processing to commercial banks.",https://en.wikipedia.org/wiki/Special:Search?search=jack+henry+%26+associates,"Jack Henry & Associates, Inc. is a technology company and payment processing services for the financial services industry. It serves more than 9,000 customers nationwide, and operates through three primary brands.[2] Headquartered in Monett, Missouri, JHA made $1.55 billion in annual revenue during fiscal 2019.",https://en.wikipedia.org/wiki/Jack_Henry_%26_Associates,https://www.jackhenry.com,,,2021-03-18
"udr, inc.",udr inc; udr; united dominion realty trust®; united dominion residential communities,"UDR is a leading multifamily real estate investment trust that manages, buys, sells, develops and redevelops apartment communities.",https://en.wikipedia.org/wiki/Special:Search?search=udr%2C+inc.,"UDR Inc. (formerly United Dominion Realty) is a publicly traded real estate investment trust that invests in apartments. The company is organized in Maryland with its headquarters in Highlands Ranch, Colorado. As of December 31, 2019, the company owned interests in 148 apartment communities containing 47,010 apartment units.","https://en.wikipedia.org/wiki/UDR,_Inc.",https://www.udr.com/,,,2021-03-18
blackrock,"blackrock brasil; blackrock capital investment corporation; blackrock, inc.; blackrock inc","BlackRock is an investment company that offers its services to institutions, intermediaries, foundations, and individual investors.",https://en.wikipedia.org/wiki/Special:Search?search=blackrock,,,http://www.blackrock.com,"As a global investment manager and fiduciary to our clients, our purpose at BlackRock is to help everyone experience financial well-being. Since 1999, we've been a leading provider of financial technology, and our clients turn to us for the solutions they need when planning for their most important goals.",https://www.blackrock.com/us/individual/about-us/about-blackrock,2021-03-18
nuance communications,"nuance; nuance communications, inc.",Nuance Communications is the pioneer and leader in conversational AI innovations that bring intelligence to everyday work and life.,https://en.wikipedia.org/wiki/Special:Search?search=nuance+communications,"Nuance is an American multinational computer software technology corporation, headquartered in Burlington, Massachusetts, on the outskirts of Boston, that provides speech recognition, and artificial intelligence.",https://en.wikipedia.org/wiki/Nuance_Communications,http://www.nuance.com/,,,2021-03-18
citrix systems,"citrix systems, inc.; citrix","Citrix aims to power a world where people, organizations are securely connected and accessible to make the extraordinary possible. ",https://en.wikipedia.org/wiki/Special:Search?search=citrix+systems,"Citrix Systems, Inc. is an American multinational software company that provides server, application and desktop virtualization, networking, software as a service (SaaS), and cloud computing technologies. Citrix products are claimed to be in use by over 400,000 clients worldwide, including 99% of the Fortune 100, and 98% of the Fortune 500.",https://en.wikipedia.org/wiki/Citrix_Systems,https://www.citrix.com/,,,2021-03-18
tiffany & co.,t&co.; tiffany; tiffany & company,"Tiffany & Company is an American multinational luxury jewelry and specialty retailer headquartered in New York City, United States.",https://en.wikipedia.org/wiki/Special:Search?search=tiffany+%26+co.,"Tiffany & Co. (colloquially known as Tiffany's)[5] is an American luxury jewelry and specialty retailer headquartered in New York City.[6] It sells jewelry, sterling silver, china, crystal, stationery, fragrances, water bottles, watches, personal accessories, and leather goods.[7] Tiffany is known for its luxury goods, particularly its diamond and sterling silver jewelry. It markets itself as an arbiter of taste and style.[8] These goods are sold at Tiffany stores, and through direct-mail and corporate merchandising.",https://en.wikipedia.org/wiki/Tiffany_%26_Co.,http://www.tiffany.com,,,2021-03-18
spotify,,Spotify is a commercial music streaming service that provides restricted digital content from a range of record labels and artists.,https://en.wikipedia.org/wiki/Special:Search?search=spotify,"Spotify Technology S.A is a Luxembourg-based holding company[1] who owns Spotify AB (/ˈspɒtɪfaɪ/; Swedish: [ˈspɔ̂tːɪfaj])[1]:43, a Swedish audio streaming and media services provider, founded in 2006 by Daniel Ek. Spotify is headquartered in Stockholm, Sweden,[1] with offices in 17 different countries around the world.[5][6] It is one of the world’s largest music streaming service providers, with over 345 million monthly active users, including 155 million paying subscribers, as of December 2020.",https://en.wikipedia.org/wiki/Spotify,http://www.spotify.com,,,2021-03-18
mckesson corp,mckesson; mckesson corporation,"McKesson distributes medical supplies, information technology and care management products and services in the healthcare industry.",https://en.wikipedia.org/wiki/Special:Search?search=mckesson+corp,"McKesson Corporation is an American company distributing pharmaceuticals and providing health information technology, medical supplies, and care management tools. The company had revenues of $231.1 billion in 2020.",https://en.wikipedia.org/wiki/McKesson_Corporation,https://www.mckesson.com/,,,2021-03-18
western union co,western union; wu,"Western Union provides consumers and businesses with fast, reliable and convenient ways to send and receive money around the world.",https://en.wikipedia.org/wiki/Special:Search?search=western+union+co,"The Western Union Company is an American worldwide financial services and communications company, headquartered in Denver, Colorado. Until it discontinued the service in 2006, Western Union was the leading American company in the business of transmitting telegrams.",https://en.wikipedia.org/wiki/Western_Union,https://corporate.westernunion.com/,,,2021-03-18
ipg photonics corp.,ipg photonics; ipg photonics corporation,IPG Photonics is the leading developer and manufacturer of high-performance fiber lasers and amplifiers for diverse applications in,https://en.wikipedia.org/wiki/Special:Search?search=ipg+photonics+corp.,"IPG Photonics is a manufacturer of fiber lasers.[1] IPG Photonics developed and commercialized optical fiber lasers,[2] which are used in a variety of applications including materials processing, medical applications and telecommunications.[1] IPG has manufacturing facilities in the United States, Germany, Russia and Italy.[3]
IPG was founded in 1990 by Valentin P. Gapontsev, IPG's Chairman and Chief Executive Officer, and Igor Samartsev, IPG's Chief Technology Officer.",https://en.wikipedia.org/wiki/IPG_Photonics,https://www.ipgphotonics.com/,,,2021-03-18
"versium, inc.",versium; versium analytics; versium analytics inc,"Versium Analytics is a data technology company that provides data verification, data enhancement, and predictive analytics for CRM.",https://en.wikipedia.org/wiki/Special:Search?search=versium%2C+inc.,,,https://versium.com/,"We are a data technology company that operates a powerful B2B2C identity graph and automated predictive analytics engine, helping B2B marketers greatly improve their effectiveness throughout the entire buyer journey.",https://versium.com/why-versium,2021-03-18
doyon ltd,"doyon; doyon limited; doyon, limited","Doyon, Limited, the Native regional corporation for Interior Alaska, is a for-profit corporation with more than 19,000 shareholders.",https://en.wikipedia.org/wiki/Special:Search?search=doyon+ltd,,,http://www.doyon.com/,"Doyon, Limited is the Alaska Native regional corporation for Interior Alaska.  Established on June 26, 1972, as a for-profit corporation pursuant to the Alaska Native Claims Settlement Act of 1971 (ANCSA). ANCSA addressed the aboriginal claim to the land by Alaska Native people by mandating the formation of for-profit corporations representing different regions of the state.",https://www.doyon.com/our-corporation/,2021-03-18
featurespace,featurespace limited; featurespace ltd,Featurespace is a provider of adaptive behavioral analytics technology for fraud and risk management in financial services & gaming.,https://en.wikipedia.org/wiki/Special:Search?search=featurespace,,,https://www.featurespace.com/,Featurespace is the inventor of Adaptive Behavioral Analytics and Automated Deep Behavioral Networks technology for fraud and financial crime management,https://www.featurespace.com/,2021-03-18
aira,aira tech corp; aira tech,Aira combines AR + AI technology with human IQ to give legally blind people the augmented ability to access the entire visual world.,https://en.wikipedia.org/wiki/Special:Search?search=aira,,,https://aira.io/,"Aira delivers instant access to visual information for anyone, anytime and anywhere. Aira technology has been described as having vision in your pocket.",https://aira.io/aira-about-us/,2021-03-18
singsound.com,"singsound; 先声智能; simcere intelligence; simcere education; beijing singsound education technology co ltd
","Singsound is an artificial intelligence EdTech company, focusing on speech recognition and natural language processing technologies.",https://en.wikipedia.org/wiki/Special:Search?search=singsound.com,,,http://www.singsound.com/,"先声智能（原名先声教育）团队成员来自卡内基梅隆、爱丁堡、帝国理工、腾讯、多邻国、人人网等高校名企,70%以上为技术人员，具备深厚的技术背景及成功的项目运营经验，同时拥有CMU、北师大等专家教授作为技术顾问。经过两年多的积累，在已实现智能语音评测单点AI技术到融合智能写作批改、自适应学习等综合AI技术的突破，现已服务业内数百家头部客户，如好未来、新东方、阿里、百度、小米、猎豹等，覆盖上万所公立学校及近百万台智能终端。",http://www.singsound.com/team.html#about,2021-03-18
"qadium, inc.",expanse; expanse inc.; qadium,"Expanse provides a global, comprehensive, continuously updated view of all Internet-connected assets that belong to an organization.",https://en.wikipedia.org/wiki/Special:Search?search=qadium%2C+inc.,,,https://www.expanse.co/news/qadium-is-now-expanse/,"Our hope is that by solving Internet-scale discovery and data-analysis problems, we can chip in alongside our commercial and public sector partners to better secure the global economy and our ways of life.",https://www.expanse.co/news/qadium-is-now-expanse/,2021-03-18
wynn resorts ltd,"wynn resorts; wynn resorts, limited; wynn las vegas","Wynn Las Vegas is Offering award-winning rooms & suites, signature restaurants, exciting leisure activities & nightly entertainment.",https://en.wikipedia.org/wiki/Special:Search?search=wynn+resorts+ltd,"Wynn Resorts, Limited is an American publicly traded corporation based in Paradise, Nevada that is a developer and operator of high end hotels and casinos. It was founded in 2002 by former Mirage Resorts Chairman and CEO Steve Wynn, and is now run by CEO Matthew Maddox. As of 2020, the company has developed six properties.[1] Most notably, its flagship Wynn Las Vegas and Encore Las Vegas have each earned Five-Star status on the 2020 Forbes Travel Guide (FTG) Star Rating list and are now the largest and second largest FTG Five-Star resorts in the world, respectively. Wynn Palace, originally earning FTG Five-Star status in 2018, is the third largest.",https://en.wikipedia.org/wiki/Wynn_Resorts,https://www.wynnresorts.com/,,,2021-03-18
cintas corporation,cintas corp; cintas,"Headquartered in Cincinnati, OH, Cintas Corporation provides highly specialized services to businesses of all types throughout North",https://en.wikipedia.org/wiki/Special:Search?search=cintas+corporation,"Cintas Corporation (/ˈsɪntɑːz/) is an American company with headquarters in Cincinnati, Ohio, that provides specialized services to businesses, primarily in North America. The firm designs, manufactures and implements corporate identity uniform programs and provides entrance mats, restroom cleaning and supplies, tile and carpet cleaning, promotional products, first aid, safety, and fire protection products and services.[3] Cintas is a publicly held company traded on the Nasdaq Global Select Market under the symbol CTAS and is a component of the Standard & Poor's 500 Index.",https://en.wikipedia.org/wiki/Cintas,https://www.cintas.com/,,,2021-03-18
meredith corporation,,"Meredith Corporation is a media and marketing company, engages in book publishing, television broadcasting and integrated marketing.",https://en.wikipedia.org/wiki/Special:Search?search=meredith+corporation,"Meredith Corporation is an American media conglomerate based in Des Moines, Iowa. The company owns magazines, television stations, websites, and radio stations. Meredith's publications have a readership of more than 120 million, paid circulation of more than 40 million, and its websites have nearly 135 million monthly unique visitors. Meredith's broadcast television stations reach 11% of U.S. households.",https://en.wikipedia.org/wiki/Meredith_Corporation,http://www.meredith.com,,,2021-03-18
snap-on,snap-on inc; snap-on incorporated,"Snap-on Incorporated is a leading global innovator, manufacturer and marketer of tools, diagnostics, equipment, software and service",https://en.wikipedia.org/wiki/Special:Search?search=snap-on,"Snap-on Incorporated is an American designer, manufacturer and marketer of high-end tools and equipment for professional use in the transportation industry including the automotive, heavy duty, equipment, marine, aviation, and railroad industries. Snap-on also distributes lower-end tools under the brand name Blue-Point. Their primary competitors include Matco, Mac Tools and Cornwell Tools.",https://en.wikipedia.org/wiki/Snap-on,https://www.snapon.com/,,,2021-03-18
fifth third bancorp,"fifth third bank; the bancorp; fifth third bank, national association.","Fifth Third Bank (the Bancorp) is a diversified financial services company. As of December 31, 2011, the Bancorp had $117 billion in",https://en.wikipedia.org/wiki/Special:Search?search=fifth+third+bancorp,"Fifth Third Bank (5/3 Bank) is a bank headquartered in Cincinnati, Ohio, at Fifth Third Center. It is the principal subsidiary of Fifth Third Bancorp, a diversified bank holding company. One of the largest consumer banks in the Midwestern United States,[2] it operates 1,154 branches and 2,469 automated teller machines in Ohio, Kentucky, Indiana, Michigan, Illinois, Florida, Tennessee, West Virginia, Georgia, and North Carolina. Fifth Third Bank is incorporated in Ohio.[3] It was state-chartered until late 2019, when it obtained a national charter.",https://en.wikipedia.org/wiki/Fifth_Third_Bank,https://www.53.com/,,,2021-03-18
arista networks,"arista networks, inc.; arista; arastra",Arista Networks is a computer networking firm delivering cloud networking solutions for large data center and computer environments.,https://en.wikipedia.org/wiki/Special:Search?search=arista+networks,"Arista Networks (formerly Arastra)[3] is an American computer networking company headquartered in Santa Clara, California. The company designs and sells multilayer network switches to deliver software-defined networking (SDN) solutions for large datacenter, cloud computing, high-performance computing, and high-frequency trading environments. These products include an array of 10/25/40/50/100 Gigabit Ethernet low-latency cut-through switches, including the 7124SX,[4] which remained the fastest switch[5] using SFP+ optics through September 2012,[6] with its sub-500 nanosecond (ns) latency, and the 7500 series, Arista's modular 10G/40G/100Gbit/s switch. Arista's own Linux-based network operating system, Extensible Operating System (EOS), runs on all Arista products.",https://en.wikipedia.org/wiki/Arista_Networks,https://www.arista.com/en/,,,2021-03-18
adaptive biotechnologies corp.,adaptive biotechnologies; adaptive biotechnologies corporation; adaptive tcr,Adaptive Biotechnologies translates a scale and precision of the adaptive immune system into products to diagnose and treat disease.,https://en.wikipedia.org/wiki/Special:Search?search=adaptive+biotechnologies+corp.,,,http://adaptivebiotech.com/,"Adaptive Biotechnologies is harnessing this vast system of biology to unleash its power as a natural diagnostic and therapeutic tool to propel a paradigm shift in medicine.
",https://www.adaptivebiotech.com,2021-03-18
spx corp,spx; spx corporation,"SPX Corporation is a Fortune 500 multi-industry manufacturing leader that provides its customers with highly-specialized, engineered",https://en.wikipedia.org/wiki/Special:Search?search=spx+corp,"SPX Corporation (NYSE: SPXC) is a supplier of highly engineered infrastructure equipment and technologies.[2][3][4] The company operates within four markets: heating, ventilation, and air conditioning (HVAC), detection and measurement, power transmission and generation, and engineered solutions.[2][3][4][5][6] Examples of SPX’s products include cooling towers and boilers, underground pipe and cable locators, power transformers, and heat exchangers.[6] Brands include Waukesha, Dielectric, Fahrenheat, Radiodetection, and Pearpoint.[6] SPX operates in 17 countries with a sales presence in 100 countries.[4][6] In 2019, the company earned approximately $1.5 billion in annual revenue.[4] Based in Charlotte, North Carolina, SPX employs over 6,000 employees. Eugene Joseph Lowe is the CEO.",https://en.wikipedia.org/wiki/SPX_Corporation,https://www.spx.com/,,,2021-03-18
helmerich & payne,"helmerich and payne inc; helmerich & payne, inc.; h&p; hpinc","Helmerich & Payne, Inc. is a contract drilling company which engaged primarily in the drilling of oil and gas wells for exploration.",https://en.wikipedia.org/wiki/Special:Search?search=helmerich+%26+payne,"Helmerich & Payne, Inc. (/ˈhɛlmrɪk/ HELM-rik) is an American petroleum contract drilling company engaged in oil and gas well drilling and related services for exploration and production companies [2] headquartered in Tulsa, Oklahoma, with operations throughout the world. Their FlexRigs, introduced in 1998, have been used extensively in drilling unconventional shale formations, such as the Bakken formation in North Dakota and the Permian Basin and Eagle Ford formation in Texas.[3] H&P is the largest on-shore driller in the United States of America with over 20% of the American land drilling market share and over 40% of the super-spec American land drilling market share.",https://en.wikipedia.org/wiki/Helmerich_%26_Payne,http://www.hpinc.com/,,,2021-03-18
dentsply sirona,dentsply international; dentsply sirona inc,"DENTSPLY's broad global product platform helps dental professionals serve patients' oral health care for a lifetime, from preventive",https://en.wikipedia.org/wiki/Special:Search?search=dentsply+sirona,Dentsply Sirona is an American dental equipment manufacturer and dental consumables producer that markets its products in over 120 countries. It has factories in 21 countries.[5] The present company is largely the result of a merger in 1993 in which Gendex Corporation acquired Dentsply International Inc. for $590 million.,https://en.wikipedia.org/wiki/Dentsply_Sirona,https://www.dentsplysirona.com/,,,2021-03-18
resmed,resmed inc.,"ResMed provides medical equipment for treating, diagnosing, and managing sleep-disordered breathing and other respiratory disorders.",https://en.wikipedia.org/wiki/Special:Search?search=resmed,"ResMed is a San Diego, California-based medical equipment company. It primarily provides cloud-connectable medical devices for the treatment of sleep apnea (such as CPAP devices and masks), chronic obstructive pulmonary disease (COPD), and other respiratory conditions. ResMed has produced over 150,000 ventilators and bilevel devices to help treat the respiratory symptoms of patients with COVID-19. ResMed also provides software to out-of-hospital care agencies to streamline transitions of care into and between these care settings for seniors and their care providers (i.e. home health, hospice, skilled nursing facilities, life plan communities, senior living centers, and private duty).",https://en.wikipedia.org/wiki/ResMed,https://www.resmed.com/,,,2021-03-18
campbell soup,campbell soup company; campbell soup co; campbell; campbell's,"Campbell Soup Company (Campbell) together with its subsidiaries, is a manufacturer and marketer of branded convenience food products",https://en.wikipedia.org/wiki/Special:Search?search=campbell+soup,"Campbell Soup Company, doing business as Campbell's, is an American processed food and snack company. The company is most closely associated with its flagship canned soup products; however, it has through mergers and acquisitions, grown to become one of the largest processed food companies in the U.S., with a wide variety of products under its flagship Campbell's brand as well as other brands like Pepperidge Farm, Snyder's of Hanover, V8, and Swanson. Under its brands, Campbell's produces soups and other canned meals, baked goods, beverages, and snacks. It is headquartered in Camden, New Jersey.",https://en.wikipedia.org/wiki/Campbell_Soup_Company,https://www.campbellsoupcompany.com/,,,2021-03-18
netflix,"netflix, inc.; netflix inc; netflix com inc","Netflix is an online platform that enables users to watch TV shows and movies on smart TVs, PCs, Macs, mobiles, tablets, and so on. ",https://en.wikipedia.org/wiki/Special:Search?search=netflix,"Netflix, Inc. is an American over-the-top content platform and production company headquartered in Los Gatos, California. Netflix was founded in 1997 by Reed Hastings and Marc Randolph in Scotts Valley, California. The company's primary business is a subscription-based streaming service offering online streaming from a library of films and television series, including those produced in-house.[14] In January 2021, Netflix reached 203.7 million subscribers, including 73 million in the United States.[15][16] It is available worldwide except in the following: mainland China (due to local restrictions), Syria, North Korea, and Crimea (due to US sanctions). It was reported in 2020 that Netflix's operating income is $1.2 billion.[17] The company has offices in France, Brazil, the Netherlands, India, Japan, South Korea, and the United Kingdom.[18] Netflix is a member of the Motion Picture Association (MPA), producing and distributing content from countries all over the globe.",https://en.wikipedia.org/wiki/Netflix,https://www.netflix.com,,,2021-03-18
intuit,intuit inc.,"Intuit offers business and financial management solutions for SMBs, financial institutions, consumers, and accounting professionals.",https://en.wikipedia.org/wiki/Special:Search?search=intuit,"Intuit Inc. is an American business that specializes in financial software. The company is headquartered in Mountain View, California and the CEO is Sasan Goodarzi. As of 2019, more than 95% of its revenues and earnings come from its activities within the United States.[3] Intuit's products include the tax preparation application TurboTax, personal finance app Mint and the small business accounting program QuickBooks. Intuit has lobbied extensively against the IRS providing taxpayers with free pre-filled forms, as is the norm in other developed countries.",https://en.wikipedia.org/wiki/Intuit,http://www.intuit.com,,,2021-03-18
air products & chemicals inc,"air products and chemicals, inc.","Air Products supplier of industrial gases and equipment, specialty and intermediate chemicals, and environmental and energy systems.",https://en.wikipedia.org/wiki/Special:Search?search=air+products+%26+chemicals+inc,"Air Products and Chemicals, Inc. is an American international corporation whose principal business is selling gases and chemicals for industrial uses. Air Products' headquarters is in Allentown, Pennsylvania, in the Lehigh Valley region of Pennsylvania, in the United States. Air Products is the Lehigh Valley's third largest employer, after Lehigh Valley Hospital and St. Luke's Hospital. Leonard P. Pool founded the company in 1940. Air Products’ current CEO and Chairman is Seifi Ghasemi.",https://en.wikipedia.org/wiki/Air_Products_%26_Chemicals,http://www.airproducts.com/,,,2021-03-18
